ID;Name;Categories;Price;Long desc;Short desc;Image URLs
41;Themed Crochet Kit Bundle – Dinosaur + Cactus + Whale Beginner Crochet Kits;Crochet Kits;99.0;"Stitch together your own army of amigurumi with this ultimate crochet kit bundle! This bundle includes 3 different crochet kits each making up to 10 different amigurumi projects for 30+ different crochet creations! Crochet a series of Dinosaurs, Whales, and Cacti with this bundle of crochet kits at discount!
Bundle includes: 
• Dinosaur Crochet Kit – Makes 10 Dinos!
• Whale Crochet Kit – Makes 10 Whales!
• Cactus Crochet Kit – Makes 10 Cacti!
Makes 30+ different projects measuring from 2″ – 6″ tall.
Kit includes a pattern bundle for each theme (Dinosaurs, Whales, and Cacti), each project with their own full-length video tutorial so you never miss a stitch! Plus a 3 month membership giving you access to hundreds of alternative patterns, including a whole library of additional projects!
*Crocheting 101: How to Crochet for Complete Beginners Included!*";"Description
Bundle includes:
• Dinosaur Crochet Kit – Makes 10 Dinos!
• Whale Crochet Kit – Makes 10 Whales!
• Cactus Crochet Kit – Makes 10 Cacti!
• Each kit includes
– 4 different colors of Amigurumi Cotton Yarn!
– Plastic Safety Bead Eyes x 10
– Stuffing
– 1 Month of Club Crochet Membership (3 months total!)
* Ergonomic Crochet Hook (Size G6/4.00mm) can be added to your kit";http://localhost:8080/img/p/ThemedCrochetKitBundleDinosaurCactusWhaleBeginnerCrochetKits_1.jpg|http://localhost:8080/img/p/ThemedCrochetKitBundleDinosaurCactusWhaleBeginnerCrochetKits_2.jpg|http://localhost:8080/img/p/ThemedCrochetKitBundleDinosaurCactusWhaleBeginnerCrochetKits_3.jpg|http://localhost:8080/img/p/ThemedCrochetKitBundleDinosaurCactusWhaleBeginnerCrochetKits_4.jpg|http://localhost:8080/img/p/ThemedCrochetKitBundleDinosaurCactusWhaleBeginnerCrochetKits_5.jpg|http://localhost:8080/img/p/ThemedCrochetKitBundleDinosaurCactusWhaleBeginnerCrochetKits_6.jpg|http://localhost:8080/img/p/ThemedCrochetKitBundleDinosaurCactusWhaleBeginnerCrochetKits_7.jpg|http://localhost:8080/img/p/ThemedCrochetKitBundleDinosaurCactusWhaleBeginnerCrochetKits_8.jpg|http://localhost:8080/img/p/ThemedCrochetKitBundleDinosaurCactusWhaleBeginnerCrochetKits_9.jpg|http://localhost:8080/img/p/ThemedCrochetKitBundleDinosaurCactusWhaleBeginnerCrochetKits_10.jpg|http://localhost:8080/img/p/ThemedCrochetKitBundleDinosaurCactusWhaleBeginnerCrochetKits_11.jpg|http://localhost:8080/img/p/ThemedCrochetKitBundleDinosaurCactusWhaleBeginnerCrochetKits_12.jpg
42;Sunflower Stand Amigurumi Pattern;Crochet Patterns;2.99;"Pattern can be downloaded and accessed immediately after purchase
In this crochet pattern we’ll be crocheting a life-sized sunflower! This pattern is requires nearly no sewing at all and is shockingly quick to create, and using a wire in the body to make it pose-able and able to wrap around surfaces!
*Includes full length video tutorial so you never miss a stitch!*";"Description
The Materials:
• The Yarn (Worsted Weight Cotton)
– Yellow
– Brown
– Sage Green
• Size G6/4.00mm Hook
• Size 8mm Safety Eyes x 2
• Stuffing
• Needle
• Black Thread
• 9″ of Strong Wire
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” long
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/SunflowerStandAmigurumiPattern_1.jpg|http://localhost:8080/img/p/SunflowerStandAmigurumiPattern_2.jpg|http://localhost:8080/img/p/SunflowerStandAmigurumiPattern_3.jpg|http://localhost:8080/img/p/SunflowerStandAmigurumiPattern_4.jpg|http://localhost:8080/img/p/SunflowerStandAmigurumiPattern_5.jpg|http://localhost:8080/img/p/SunflowerStandAmigurumiPattern_6.jpg|http://localhost:8080/img/p/SunflowerStandAmigurumiPattern_7.jpg
43;Unicorn Amigurumi Pattern;Crochet Patterns;3.99;"This pattern is available with a Club Crochet Membership, learn more and upgrade your account here
|| I’m already a Club Crochet Member
**This listing is for a PDF pattern with instructions on making the character, not the character itself**
Pattern can be downloaded immediately after purchase
Have your own crocheted Unicorn sitting safe and sound on your dresser or hanging on your back pack! These little mystical horses miniature amigurumi measure about 2 inches tall when finished and includes a full unique video tutorial to help you get through the tough parts!
*Includes full length video tutorial for the more difficult parts of the pattern!*
*Includes a printable version of the pattern as well*
Purchase on Etsy || Purchase on Ravelry";"Description
Materials:
• The Yarn (Worsted Weight)
– Color A (Main color)
– Color B (Hooves/Nose)
– Fuzzy Color (Mane/Tail)
• Size G6/4.00mm Hook
• Plastic Saftey Bead Eyes
• Stuffing
• Needle
Gauge: 5 Rnds and 4 sts per 1” | Finished piece is about 2” tall
Worked in the Round
The Stitches:
– Ch : Chain stitch
– St : Stitch
– Sl.st : Slip Stitch
– Sc : Single Crochet
– Hdc : Half-Double Crochet
– Dec/Inc : Decrease/Increase – InvDec : Invisible Decrease
– BLO : Back Loops Only
– Bo : Bobble Stitch
1. Yarn over, insert hook into stitch
2. Yarn over and pull through
3. Yarn over and pull through 2 loops
4. Repeat steps 1 – 3 four times total
5. Yarn over and pull through all the loops on the hook
For color changes in Bobble Stitches: [Blue/Red/Green] = [Step 3/Step 1/Step 2]";http://localhost:8080/img/p/UnicornAmigurumiPattern_1.jpg|http://localhost:8080/img/p/UnicornAmigurumiPattern_2.jpg|http://localhost:8080/img/p/UnicornAmigurumiPattern_3.jpg|http://localhost:8080/img/p/UnicornAmigurumiPattern_4.jpg|http://localhost:8080/img/p/UnicornAmigurumiPattern_5.jpg
44;Crow Birb Amigurumi Pattern;Crochet Patterns;2.99;"Pattern can be downloaded immediately after purchase
In this amigurumi tutorial, we’ll be crocheting a crow birb. This crochet pattern video tutorial is perfect for fans of murder(s), companionship, and shiny objects. This intermediate level pattern uses mostly single-crochet stitches, along with Club Crochet staples such as magnets, cotton stuffing, and 6mm eyes. #birbsarentreal
*Includes video tutorials for the more difficult parts of the pattern!*";"Description
The Materials:
•The Yarn (Worsted Weight)
– Grey
– White
– Black
•Size G6/4.00mm Hook
•Stuffing
•Needle
•Mini Magnet
Suggested yarns:
Lily Sugar n’ Cream
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/CrowBirbAmigurumiPattern_1.jpg|http://localhost:8080/img/p/CrowBirbAmigurumiPattern_2.jpg|http://localhost:8080/img/p/CrowBirbAmigurumiPattern_3.jpg|http://localhost:8080/img/p/CrowBirbAmigurumiPattern_4.jpg|http://localhost:8080/img/p/CrowBirbAmigurumiPattern_5.jpg|http://localhost:8080/img/p/CrowBirbAmigurumiPattern_6.jpg|http://localhost:8080/img/p/CrowBirbAmigurumiPattern_7.jpg
45;Simon the Sloth Amigurumi Crochet Pattern;Crochet Patterns;2.99;"100% of this purchase goes to the World Wildlife Fund.
Pattern can be downloaded immediately after purchase
This is Simon the Sloth, with magnetic hands to help him grip to any he wants so he can lounge all day long! Purchase this pattern to download a PDF version that includes a full length video tutorial.
*Includes video tutorials for the more difficult parts of the pattern!*";"Description
The Materials:
•The Yarn (Worsted Weight)
– Fuzzy Brown
– Off-White
– Black
– Brown
•Size G6/4.00mm Hook
•Safety Eyes x2
•Needle
•Mini Magnets
Suggested yarns:
Lily Sugar n’ Cream
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/SimontheSlothAmigurumiCrochetPattern_1.jpg|http://localhost:8080/img/p/SimontheSlothAmigurumiCrochetPattern_2.jpg|http://localhost:8080/img/p/SimontheSlothAmigurumiCrochetPattern_3.jpg|http://localhost:8080/img/p/SimontheSlothAmigurumiCrochetPattern_4.jpg|http://localhost:8080/img/p/SimontheSlothAmigurumiCrochetPattern_5.jpg|http://localhost:8080/img/p/SimontheSlothAmigurumiCrochetPattern_6.jpg
46;Tommy the Turkey Pattern;Crochet Patterns;2.99;"This pattern is available with a Club Crochet Membership, learn more and upgrade your account here
|| I’m already a Club Crochet Member
**This listing is for a PDF pattern with instructions on making the character, not the character itself**
Pattern can be downloaded immediately after purchase
This little turkey miniature amigurumi measures about 2 inches tall and includes a unique full length video tutorial to help you get through the tough parts!
*Includes full length video tutorial for the more difficult parts of the pattern!*
*Includes a printable version of the pattern as well*
Purchase on Etsy || Purchase on Ravelry";"Description
Materials:
• The Yarn (Worsted Weight)
– Pink (Skin Tone)
– Brown (Body / Feathers)
– Orange (Feathers)
– Yellow (Feet / Beak)
– Maroon (Head Bolts)
• Size G6/4.00mm Hook
• Plastic Saftey Bead Eyes
• Yellow Pipe Cleaner (Feet)
• Stuffing
• Needle
Gauge: 5 Rnds and 4 sts per 1”  |  Finished piece is about 2” tall
Worked in the Round
The Stitches:
– Ch : Chain stitch
– St : Stitch
– Sl.st : Slip Stitch
– Sc : Single Crochet
– Hdc : Half-Double Crochet
– Dc : Double Crochet
– Dec/Inc : Decrease/Increase
– InvDec : Invisible Decrease";http://localhost:8080/img/p/TommytheTurkeyPattern_1.jpg|http://localhost:8080/img/p/TommytheTurkeyPattern_2.jpg|http://localhost:8080/img/p/TommytheTurkeyPattern_3.jpg|http://localhost:8080/img/p/TommytheTurkeyPattern_4.jpg|http://localhost:8080/img/p/TommytheTurkeyPattern_5.jpg
47;Bigfoot Bobby Amigurumi Pattern;Crochet Patterns;2.99;"Pattern can be downloaded immediately after purchase
  Have you heard of bigfoot? Not yeti!
  This crocheted bigfoot amigurumi measures about 4.5 inches tall when finished and includes a full-length unique video tutorial to help you get through the tough parts!
  *Includes video tutorials for the more difficult parts of the pattern!*";"Description
The Materials:
•The Yarn (Worsted Weight)
– White (Main)
– Blue (Mask)
– Red (Detail)
– Grey (Detail)
– Yellow (Detail)
– Light Blue (Detail)
•Size G6/4.00mm Hook
•Stuffing
•Needle
Suggested yarns:
Lily Sugar n’ Cream
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 2.5” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
bo = Bobble Stitch
mbo = Mini Bobble Stitch
 ";http://localhost:8080/img/p/BigfootBobbyAmigurumiPattern_1.jpg|http://localhost:8080/img/p/BigfootBobbyAmigurumiPattern_2.jpg|http://localhost:8080/img/p/BigfootBobbyAmigurumiPattern_3.jpg|http://localhost:8080/img/p/BigfootBobbyAmigurumiPattern_4.jpg|http://localhost:8080/img/p/BigfootBobbyAmigurumiPattern_5.jpg
48;Whale Amigurumi Crochet Kit;Crochet Kits;39.99;"Create your own aquarium with this whale crochet kit! This kit includes all the materials you need to make up to 8 whales, including Blue Whale, Beluga, Orca, Dolphin, Narwhal and even a mini whale! It even includes instructions for how to customize your whales with pattern variations and all the colors are interchangeable, meaning you can choose your whale colors!
Finished whales measure from 2″ – 3″ tall.
Kit includes the pattern bundle with 5 unique whale patterns, each with their own full-length video tutorials so you never miss a stitch! Plus a 1 month membership giving you access to hundreds of alternative patterns, including a whole school of additional under the sea critters!
*Crocheting 101: How to Crochet for Complete Beginners Included!*";"Description
Kit includes:
• 100% Cotton Amigurumi Yarn
– Cyan
– Purple
– Pink
– White
– Black
• Plastic Safety Bead Eyes x 10
• Pipe Cleaners x 1
• Stuffing
• Darning Needle
* Ergonomic Crochet Hook (Size G6/4.00mm) can be added to your kit";http://localhost:8080/img/p/WhaleAmigurumiCrochetKit_1.jpg|http://localhost:8080/img/p/WhaleAmigurumiCrochetKit_2.jpg|http://localhost:8080/img/p/WhaleAmigurumiCrochetKit_3.jpg|http://localhost:8080/img/p/WhaleAmigurumiCrochetKit_4.jpg|http://localhost:8080/img/p/WhaleAmigurumiCrochetKit_5.jpg|http://localhost:8080/img/p/WhaleAmigurumiCrochetKit_6.jpg|http://localhost:8080/img/p/WhaleAmigurumiCrochetKit_7.jpg|http://localhost:8080/img/p/WhaleAmigurumiCrochetKit_8.jpg|http://localhost:8080/img/p/WhaleAmigurumiCrochetKit_9.jpg
49;Goblinoid Pattern Bundle;Crochet Patterns;14.99;"Patterns can be downloaded immediately after purchase
.
Make your own Goblin army perfect for DnD games, desk buddies, keychains, or a new goblin friend for your cat! This bundle includes 8 PDF patterns and over a dozen full length video tutorials including instructions for how to make each unique characters and customize them with clothes, weapons, and features!
.
Bundle includes:
• Goblin Pattern
• Troll Pattern
• Orc Pattern
• Ogre Pattern
• Hobgoblin Pattern
• Customize Your Goblinoid: Learn to make and add hair, scars, warts and rings
• Weapons and Items: Swords, Shields, Bows and various other weapons and items to add to your characters
• Clothes: Dress your characters with hats, jackets, helmets and hoods!
.
*Includes video tutorials for each section of the pattern!*
.
*Includes a fully interactive pdf with clickable links and check marks to keep track of progress*";"Description
Materials:
• The Yarn
– Green (Goblins and Hobgoblin)
– Blue (Trolls)
– Teal (Orcs)
– Robins Egg Green (Ogres)
– Brown (Clothes and Weapons)
– White (Teeth)
– Yellow (Rings and Details)
• Plastic Safety Bead Eyes x 10
• 3 Pipe Cleaners
• 3 Nickles
• Stuffing
• Darning Needle (used for Ogre’s kickstand)
Gauge: 5 Rnds and 4 sts per 1” | Finished piece is about 2 – 4″ tall
Worked in the Round";http://localhost:8080/img/p/GoblinoidPatternBundle_1.jpg|http://localhost:8080/img/p/GoblinoidPatternBundle_2.jpg|http://localhost:8080/img/p/GoblinoidPatternBundle_3.jpg|http://localhost:8080/img/p/GoblinoidPatternBundle_4.jpg|http://localhost:8080/img/p/GoblinoidPatternBundle_5.jpg|http://localhost:8080/img/p/GoblinoidPatternBundle_6.jpg|http://localhost:8080/img/p/GoblinoidPatternBundle_7.jpg|http://localhost:8080/img/p/GoblinoidPatternBundle_8.jpg|http://localhost:8080/img/p/GoblinoidPatternBundle_9.jpg
50;Crocheted Dwarf Amigurumi Pattern;Crochet Patterns;2.99;"Pattern can be downloaded immediately after purchase
In this lesson we’ll be crocheting miniature Dwarves! Perfect for protecting your local mines or defending against rogue dragons! This pattern includes a full length video tutorial (with a left hand version) as well as a printer-friendly interactive PDF with checkmarks to keep track of progress, so you never miss a stitch!
*Includes full length video tutorial so you never miss a stitch!*";"Description
The Materials:
• The Yarn (Worsted Weight Cotton)
– Skin Tone (Body Color)
– Grey (Armor Color)
– Brown (Clothing)
– Black (Shoes)
– Nose Color (Nose)
– Orange (Hair Color)
– Gold (Hair ties)
• Size G6/4.00mm Hook
• Size 6mm Safety Eyes x 2
• Stuffing
• Needle
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/CrochetedDwarfAmigurumiPattern_1.jpg|http://localhost:8080/img/p/CrochetedDwarfAmigurumiPattern_2.jpg|http://localhost:8080/img/p/CrochetedDwarfAmigurumiPattern_3.jpg|http://localhost:8080/img/p/CrochetedDwarfAmigurumiPattern_4.jpg|http://localhost:8080/img/p/CrochetedDwarfAmigurumiPattern_5.jpg|http://localhost:8080/img/p/CrochetedDwarfAmigurumiPattern_6.jpg|http://localhost:8080/img/p/CrochetedDwarfAmigurumiPattern_7.jpg
51;Hulk Amigurumi Finger Puppet Pattern;Crochet Patterns;2.99;"This pattern is available with a Club Crochet Membership, learn more and upgrade your account here
|| I’m already a Club Crochet Member
**This listing is for a PDF pattern with instructions on making the character, not the character itself**
Have your own crocheted Hulk sitting safe and sound on your dresser or hanging on your back pack! This little Hulk from Marvel’s The Avengers miniature amigurumi measures about 3 inches tall when finished and includes 5 unique video tutorials to help you get through the tough parts!
Pattern can be downloaded immediately after purchase
*Includes full length video tutorial for the more difficult parts of the pattern!*
*Includes a printable version of the pattern as well*
Purchase on Etsy || Purchase on Ravelry";"Description
“<strong>Materials:</strong>
• The Yarn (Worsted Weight)
– Green (Body color)
– Black or Dark Brown (Hair)
– Purple (Pants)
• Size G6/4.00mm Hook
• Plastic Saftey Bead Eyes
• Stuffing
• Needle
<strong>Gauge:</strong> 5 Rnds and 4 sts per 1” | Finished piece is about 3″ tall
<strong>Worked in the Round</strong>
<strong>The Stitches:</strong>
– Ch : Chain stitch
– St : Stitch
– Sl.st : Slip Stitch
– Sc : Single Crochet
– Dec/Inc : Decrease/Increase
– InvDec : Invisible Decrease
– BLO : Back Loops Only
– Bo : Bobble Stitch
1. Yarn over, insert hook into stitch
2. Yarn over and pull through
3. Yarn over and pull through 2 loops
4. Repeat steps 1 – 3 four times total
5. Yarn over and pull through all the loops on the hook
For color changes in Bobble Stitches: [Blue/Red/Green] = [Step 3/Step 1/Step 2]";http://localhost:8080/img/p/HulkAmigurumiFingerPuppetPattern_1.jpg|http://localhost:8080/img/p/HulkAmigurumiFingerPuppetPattern_2.jpg|http://localhost:8080/img/p/HulkAmigurumiFingerPuppetPattern_3.jpg|http://localhost:8080/img/p/HulkAmigurumiFingerPuppetPattern_4.jpg|http://localhost:8080/img/p/HulkAmigurumiFingerPuppetPattern_5.jpg|http://localhost:8080/img/p/HulkAmigurumiFingerPuppetPattern_6.jpg
52;Space Amigurumi Crochet Pattern Bundle;Crochet Patterns;12.99;"Pattern bundle can be downloaded immediately after purchase
Learn to crochet a series of amigurumi space themed patterns! This pattern bundle includes printable PDF patterns and full length video tutorials for each pattern. Make over 10 different crochet space themed patterns and never miss a stitch with interactive pdfs with check marks and helpful hints, video tutorials for each pattern, and live crochet alongs to crochet your amigurumi with the creator!
Includes:
– Planet Earth
– Rocket Ship
– Astronaut
– UFO
– Alien
– Stars (6 variations)
– Moon
*Includes Digital PDFs and full length video tutorials for each pattern!*";"Description
The Materials:
•The Yarn (Worsted Weight)
– Yellow
– White
– Blue
– Green
– Red
•Size G6/4.00mm Hook
•Safety Eyes x8
•Needle
Suggested yarns:
Lily Sugar n’ Cream
The Gauge:
5 Rnds and 4 sts per 1”
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/SpaceAmigurumiCrochetPatternBundle_1.jpg|http://localhost:8080/img/p/SpaceAmigurumiCrochetPatternBundle_2.jpg|http://localhost:8080/img/p/SpaceAmigurumiCrochetPatternBundle_3.jpg|http://localhost:8080/img/p/SpaceAmigurumiCrochetPatternBundle_4.jpg|http://localhost:8080/img/p/SpaceAmigurumiCrochetPatternBundle_5.jpg|http://localhost:8080/img/p/SpaceAmigurumiCrochetPatternBundle_6.jpg|http://localhost:8080/img/p/SpaceAmigurumiCrochetPatternBundle_7.jpg|http://localhost:8080/img/p/SpaceAmigurumiCrochetPatternBundle_8.jpg|http://localhost:8080/img/p/SpaceAmigurumiCrochetPatternBundle_9.jpg|http://localhost:8080/img/p/SpaceAmigurumiCrochetPatternBundle_10.jpg
53;Turkey Leg and Bone Crochet Pattern;Crochet Patterns;3.99;"Pattern can be downloaded and accessed immediately after purchase
In this amigurumi pattern combo we’ll be crocheting a classic bone and learning how to convert it into a turkey leg. This amigurumi pattern bundle uses some clever stitches and is made with no sewing at all!
*Includes full length video tutorial so you never miss a stitch!*";"Description
The Materials:
• The Yarn (Worsted Weight)
– White
– Brown
• Black Thread
• Size G6/4.00mm Hook
• 8mm Safety Eyes x 2
• Stuffing
• Needle
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/TurkeyLegandBoneCrochetPattern_1.jpg|http://localhost:8080/img/p/TurkeyLegandBoneCrochetPattern_2.jpg|http://localhost:8080/img/p/TurkeyLegandBoneCrochetPattern_3.jpg|http://localhost:8080/img/p/TurkeyLegandBoneCrochetPattern_4.jpg|http://localhost:8080/img/p/TurkeyLegandBoneCrochetPattern_5.jpg|http://localhost:8080/img/p/TurkeyLegandBoneCrochetPattern_6.jpg|http://localhost:8080/img/p/TurkeyLegandBoneCrochetPattern_7.jpg
54;Treasure Chest Amigurumi Pattern;Crochet Patterns;2.99;"Pattern can be downloaded immediately after purchase
  Have your own crocheted treasure chest sitting on your desk or turn it into a vicious mimic! This treasure chest measures about 2″ tall and 3″ wide when finished and includes a full unique video tutorial to help you get through the tough parts!
  *Includes video tutorials for the more difficult parts of the pattern!*";"Description
The Materials:
•The Yarn (Worsted Weight)
– White
– Brown
– Yellow
– White
– Pink
•Size G6/4.00mm Hook
•Stuffing
•Needle
Suggested yarns:
Lily Sugar n’ Cream
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 2” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/TreasureChestAmigurumiPattern_1.jpg|http://localhost:8080/img/p/TreasureChestAmigurumiPattern_2.jpg|http://localhost:8080/img/p/TreasureChestAmigurumiPattern_3.jpg|http://localhost:8080/img/p/TreasureChestAmigurumiPattern_4.jpg|http://localhost:8080/img/p/TreasureChestAmigurumiPattern_5.jpg|http://localhost:8080/img/p/TreasureChestAmigurumiPattern_6.jpg
55;Build Your Own Bundle;Crochet Kits;99.0;"Stitch together your own collection of amigurumi with this ultimate crochet kit bundle! This build your own bundle includes 4 different crochet kits each making up to 10 different amigurumi projects for 30+ different crochet creations! Crochet a series of Dinosaurs, Whales, Strawberries, Bonsai Trees, Suns and Cacti with this bundle of crochet kits at discount!
Bundle Options (Choose 4): 
• Dinosaur Crochet Kit
• Whale Crochet Kit
• Cactus Crochet Kit
• Sun Crochet Kit
• Strawberry Crochet Kit
• Bonsai Crochet Kit
Makes 30+ different projects measuring from 2″ – 6″ tall.
Kit includes a pattern bundle for each theme (Dinosaurs, Whales, Strawberry, Bonsai Tree, Sun, and Cacti), each project with their own full-length video tutorial so you never miss a stitch! Plus a 4 month membership giving you access to hundreds of alternative patterns, including a whole library of additional projects!
*Crocheting 101: How to Crochet for Complete Beginners Included!*";"Description
Bundle Options (Choose 4):
• Dinosaur Crochet Kit – Makes 10 Dinos!
• Whale Crochet Kit – Makes 10 Whales!
• Cactus Crochet Kit – Makes 10 Cacti!
• Strawberry Crochet Kit
• Bonsai Crochet Kit
• Sun Amigurumi Crochet Kit
• Each kit includes
– 2 to 4 different colors of Amigurumi Cotton Yarn!
– Plastic Safety Bead Eyes
– Stuffing
– 1 Month of Club Crochet Membership (4 months total!)
* Ergonomic Crochet Hook (Size G6/4.00mm) can be added to your kit";http://localhost:8080/img/p/BuildYourOwnBundle_1.jpg|http://localhost:8080/img/p/BuildYourOwnBundle_2.jpg|http://localhost:8080/img/p/BuildYourOwnBundle_3.jpg|http://localhost:8080/img/p/BuildYourOwnBundle_4.jpg|http://localhost:8080/img/p/BuildYourOwnBundle_5.jpg|http://localhost:8080/img/p/BuildYourOwnBundle_6.jpg|http://localhost:8080/img/p/BuildYourOwnBundle_7.jpg|http://localhost:8080/img/p/BuildYourOwnBundle_8.jpg|http://localhost:8080/img/p/BuildYourOwnBundle_9.jpg|http://localhost:8080/img/p/BuildYourOwnBundle_10.jpg|http://localhost:8080/img/p/BuildYourOwnBundle_11.jpg
56;Ice Cream Buddies Amigurumi Crochet Pattern;Crochet Patterns;4.99;"Pattern can be downloaded and accessed immediately after purchase
We all scream for ice cream! In this amigurumi crochet pattern we’ll be adorable ice cream cones! These ice cream buddies has a few secrets to share, like their little secret body, little cherry friend, and alternate cone options!
*Includes full length video tutorial so you never miss a stitch!*";"Description
The Materials Needed:
• The Yarn (Worsted Weight)
– Beige (cone)
– Color A (Ice Cream)
– Red (Cherry optional*)
• Black Thread
• Size G6/4.00mm Hook
• 6mm/6mm Safety Eyes x 2
• Stuffing
• Needle
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 5” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/IceCreamBuddiesAmigurumiCrochetPattern_1.jpg|http://localhost:8080/img/p/IceCreamBuddiesAmigurumiCrochetPattern_2.jpg|http://localhost:8080/img/p/IceCreamBuddiesAmigurumiCrochetPattern_3.jpg|http://localhost:8080/img/p/IceCreamBuddiesAmigurumiCrochetPattern_4.jpg|http://localhost:8080/img/p/IceCreamBuddiesAmigurumiCrochetPattern_5.jpg|http://localhost:8080/img/p/IceCreamBuddiesAmigurumiCrochetPattern_6.jpg
57;Barn Owl Birb Crochet Pattern;Crochet Patterns;2.99;"Pattern can be downloaded immediately after purchase
In this lesson we’ll be crocheting a barn owl birb! I call these guys ‘Birbs’ because they’re secret agents disguised as different kind of birds! We’ll be learning how to make all the pieces of the owl, including how to make it magnetic!
*Includes video tutorials for the more difficult parts of the pattern!*";"Description
The Materials:
•The Yarn (Worsted Weight)
– Beige
– Yellow
– White
•Size G6/4.00mm Hook
•Stuffing
•Needle
•Pipe Cleaner (optional)
Suggested yarns:
Lily Sugar n’ Cream
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/BarnOwlBirbCrochetPattern_1.jpg|http://localhost:8080/img/p/BarnOwlBirbCrochetPattern_2.jpg|http://localhost:8080/img/p/BarnOwlBirbCrochetPattern_3.jpg|http://localhost:8080/img/p/BarnOwlBirbCrochetPattern_4.jpg|http://localhost:8080/img/p/BarnOwlBirbCrochetPattern_5.jpg|http://localhost:8080/img/p/BarnOwlBirbCrochetPattern_6.jpg|http://localhost:8080/img/p/BarnOwlBirbCrochetPattern_7.jpg
